year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,a_pct10,a_pct25,a_median,a_pct75,a_pct90,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2022,0,0,29-1125,Recreational Therapists,15920.0,56310.0,27.07,896455200.0,10.938627418248664,9.675331459398372,20.61395887764704,0,False,0,33930,41600,51330,66530,84410,1,0.0909090909090909,0.3181818181818182,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.6363636363636364,1.0,29-11,0,0
2023,1,1,29-1125,Recreational Therapists,15540.0,60910.0,29.28,946541400.0,11.01715264383053,9.65117262392164,20.66832526775217,0,False,0,37960,46420,57120,73150,92080,1,0.0909090909090909,0.3181818181818182,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.6363636363636364,1.0,29-11,0,0
2024,2,1,29-1125,Recreational Therapists,15060.0,65350.0,31.42,984171000.0,11.087512719052368,9.619797501353885,20.707310220406253,0,False,0,39520,48230,60280,77680,96600,1,0.0909090909090909,0.3181818181818182,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.6363636363636364,1.0,29-11,0,0
2025,3,1,29-1125,Recreational Therapists,14930.0,67630.0,32.52,1009715900.0,11.121806950568986,9.611127890533236,20.73293484110222,0,False,0,40990,50240,61960,79930,100420,1,0.0909090909090909,0.3181818181818182,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.6363636363636364,1.0,29-11,0,0
2019,-3,0,29-1126,Respiratory Therapists,132090.0,63950.0,30.75,8447155500.0,11.06585680700699,11.791238787417909,22.857095594424894,0,False,0,44850,52820,61330,74160,86980,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2020,-2,0,29-1126,Respiratory Therapists,131890.0,65640.0,31.56,8657259600.0,11.091940545204029,11.78972352081993,22.88166406602396,0,False,0,45940,54170,62810,75950,89170,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2021,-1,0,29-1126,Respiratory Therapists,133410.0,68190.0,32.78,9097227900.0,11.1300532055147,11.801182372172851,22.931235577687552,0,False,0,47380,59280,61830,77240,95540,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2022,0,0,29-1126,Respiratory Therapists,129910.0,74310.0,35.73,9653612100.0,11.216000811151517,11.774597181989778,22.990597993141293,0,False,0,51970,62260,70540,81610,100520,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2023,1,1,29-1126,Respiratory Therapists,129750.0,80340.0,38.62,10424115000.0,11.294022907913272,11.773364801028135,23.067387708941407,0,False,0,59180,65530,77960,88820,104480,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2024,2,1,29-1126,Respiratory Therapists,136420.0,84260.0,40.51,11494749200.0,11.341662535533008,11.82349364120871,23.16515617674172,0,False,0,61900,68410,80450,95530,108820,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2025,3,1,29-1126,Respiratory Therapists,139790.0,87300.0,41.97,12203667000.0,11.377105741827693,11.847896575465176,23.22500231729287,0,False,0,63660,74520,82280,98730,118050,1,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,29-11,0,0
2019,-3,0,29-1127,Speech-Language Pathologists,154360.0,82000.0,39.43,12657520000.0,11.314474526246393,11.947042815651557,23.261517341897942,0,False,0,49840,61940,79120,99380,121260,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2020,-2,0,29-1127,Speech-Language Pathologists,148450.0,83240.0,40.02,12356978000.0,11.32948328050757,11.908003480191908,23.237486760699475,0,False,0,50370,62790,80480,101110,122790,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2021,-1,0,29-1127,Speech-Language Pathologists,147470.0,85820.0,41.26,12655875400.0,11.360007358545516,11.901380044244986,23.2613874027905,0,False,0,51310,61970,79060,100200,125560,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2022,0,0,29-1127,Speech-Language Pathologists,162760.0,89460.0,43.01,14560509600.0,11.401546876986838,12.000032002115626,23.401578879102463,0,False,0,56370,66700,84140,104500,126680,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2023,1,1,29-1127,Speech-Language Pathologists,172100.0,92630.0,44.53,15941623000.0,11.436368342248072,12.05583098219963,23.492199324447704,0,False,0,57910,71140,89290,107710,129930,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2024,2,1,29-1127,Speech-Language Pathologists,178790.0,95840.0,46.08,17135233600.0,11.470435413349277,12.093967211745866,23.56440262509514,0,False,0,60480,75310,95410,112510,132850,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2025,3,1,29-1127,Speech-Language Pathologists,183390.0,98170.0,47.2,18003396300.0,11.494455948686568,12.11937031169088,23.613826260377447,0,False,0,62900,77730,97870,114570,134160,1,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927,1.0,29-11,0,0
2019,-3,0,29-1128,Exercise Physiologists,7280.0,54750.0,26.32,398580000.0,10.910532647678748,8.892886141190731,19.80341878886948,0,False,0,34990,41530,49170,61650,78310,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2020,-2,0,29-1128,Exercise Physiologists,7330.0,54020.0,25.97,395966600.0,10.897109627346609,8.899730794880696,19.796840422227305,0,False,0,36070,42550,50280,62600,78170,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2021,-1,0,29-1128,Exercise Physiologists,6860.0,54030.0,25.98,370645800.0,10.897294726838112,8.83346272071993,19.73075744755804,0,False,0,36930,46120,47940,60780,76950,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2022,0,0,29-1128,Exercise Physiologists,6580.0,55820.0,26.84,367295600.0,10.929887507090314,8.791790024319363,19.721677531409675,0,False,0,39250,46070,51350,62850,77980,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2023,1,1,29-1128,Exercise Physiologists,8060.0,57050.0,27.43,459823000.0,10.95168335529022,8.994668835500674,19.946352190790897,0,False,0,35460,45870,54860,64110,77680,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2024,2,1,29-1128,Exercise Physiologists,8110.0,59620.0,28.66,483518200.0,10.995746367232062,9.000853147109458,19.99659951434152,0,False,0,40930,48650,58160,65430,79830,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2025,3,1,29-1128,Exercise Physiologists,8560.0,60940.0,29.3,521646400.0,11.0176450525397,9.054855469135788,20.072500521675487,0,False,0,42760,49620,59460,67230,80560,1,0.04,0.26,0.48,0.28,0.34,0.4,1.0,29-11,0,0
2019,-3,0,29-1129,"Therapists, All Other",12170.0,58600.0,28.17,713162000.0,10.978489975565104,9.406729185981574,20.38521916154668,0,False,0,31090,41070,52650,71500,95340,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2020,-2,0,29-1129,"Therapists, All Other",11710.0,62090.0,29.85,727073900.0,11.036340224358938,9.368198456591765,20.4045386809507,0,False,0,34270,43970,57310,76480,96160,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2021,-1,0,29-1129,"Therapists, All Other",13490.0,65030.0,31.26,877254700.0,11.082603980863198,9.509703949201802,20.592307930065,0,False,0,37010,46980,59500,77830,98490,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2022,0,0,29-1129,"Therapists, All Other",16920.0,71860.0,34.55,1215871200.0,11.18247506066751,9.736251633160215,20.918726693827725,0,False,0,37990,47340,60800,82760,111800,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2023,1,1,29-1129,"Therapists, All Other",16490.0,75660.0,36.38,1247633400.0,11.23400489818702,9.710509415553645,20.944514313740665,0,False,0,40790,50760,63650,89050,124530,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2024,2,1,29-1129,"Therapists, All Other",19320.0,73800.0,35.48,1425816000.0,11.209114010588564,9.86889610776651,21.078010118355078,0,False,0,38840,49510,65010,85010,120050,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2025,3,1,29-1129,"Therapists, All Other",22640.0,90420.0,43.47,2047108800.0,11.412220760848596,10.02747353231712,21.439694293165715,0,False,0,46540,58850,77930,105760,152530,1,0.0879432624113475,0.3656028368794326,0.6432624113475177,0.125886524822695,0.4095744680851064,0.6932624113475178,2.0,29-11,0,0
2019,-3,0,29-1131,Veterinarians,74540.0,104820.0,50.39,7813282800.0,11.559999872356157,11.219091173033249,22.779091045389407,0,False,0,58080,75580,95460,122590,160780,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2020,-2,0,29-1131,Veterinarians,73710.0,108350.0,52.09,7986478500.0,11.593122006964505,11.207893754183337,22.80101576114784,0,False,0,60690,79430,99250,126260,164490,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2021,-1,0,29-1131,Veterinarians,77260.0,109920.0,52.84,8492419200.0,11.607508107456177,11.254931636220272,22.862439743676447,0,False,0,60760,78920,100370,128410,165600,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2022,0,0,29-1131,Veterinarians,78810.0,129110.0,62.07,10175159100.0,11.768420033168765,11.274795171347694,23.04321520451646,0,False,0,62350,82580,103260,132980,174500,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2023,1,1,29-1131,Veterinarians,78220.0,136300.0,65.53,10661386000.0,11.822613617684624,11.267280648309503,23.08989426599413,0,False,0,72360,94860,119100,155230,201440,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2024,2,1,29-1131,Veterinarians,80630.0,140270.0,67.44,11309970100.0,11.851324415713718,11.297626067679069,23.148950483392785,0,False,0,70350,98420,125510,161610,212890,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2025,3,1,29-1131,Veterinarians,83900.0,142680.0,68.6,11970852000.0,11.868359639472828,11.337380892455297,23.205740531928125,0,False,0,73920,101460,130100,166120,215700,1,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,29-11,0,0
2019,-3,0,29-1141,Registered Nurses,2982280.0,77460.0,37.24,231007408800.0,11.257516953068745,14.908198666612416,26.16571561968116,0,False,0,52080,60110,73300,90760,111220,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2020,-2,0,29-1141,Registered Nurses,2986500.0,80010.0,38.47,238949865000.0,11.28990690584417,14.909612691154498,26.199519596998663,0,False,0,53410,61630,75330,93590,116230,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2021,-1,0,29-1141,Registered Nurses,3047530.0,82750.0,39.78,252183107500.0,11.323579293239307,14.929841984423646,26.253421277662955,0,False,0,59450,61790,77600,97580,120250,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2022,0,0,29-1141,Registered Nurses,3072700.0,89010.0,42.8,273501027000.0,11.396504001952977,14.938067211875842,26.33457121382882,0,False,0,61250,66680,81220,101100,129400,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2023,1,1,29-1141,Registered Nurses,3175390.0,94480.0,45.42,300010847200.0,11.456143450871243,14.97094101741104,26.427084468282285,0,False,0,63720,75990,86070,104670,132680,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2024,2,1,29-1141,Registered Nurses,3282010.0,98430.0,47.32,323048244300.0,11.497100914623257,15.00396659755014,26.5010675121734,0,False,0,66030,78610,93600,107960,135320,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2025,3,1,29-1141,Registered Nurses,3379720.0,101420.0,48.76,342771202400.0,11.52702558934901,15.033303423791072,26.560329013140084,0,False,0,68940,80330,97550,112350,137470,1,0.06948784111345682,0.38019000703729766,0.6908921729611385,0.15837047462663223,0.33498318867776994,0.5115959027289076,5.0,29-11,0,0
2019,-3,0,29-1151,Nurse Anesthetists,43570.0,181040.0,87.04,7887912800.0,12.10647328030742,10.682124119111489,22.788597399418908,0,False,0,127480,148110,174790,203730,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2020,-2,0,29-1151,Nurse Anesthetists,41960.0,189190.0,90.96,7938412400.0,12.150507080080464,10.644472062510234,22.794979142590694,0,False,0,133970,154540,183580,#,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2021,-1,0,29-1151,Nurse Anesthetists,43950.0,202470.0,97.34,8898556500.0,12.218347006405562,10.690807903113322,22.90915490951889,0,False,0,131840,164860,195610,#,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2022,0,0,29-1151,Nurse Anesthetists,46540.0,205770.0,98.93,9576535800.0,12.234514319161477,10.748067436856283,22.98258175601776,0,False,0,143870,174190,203090,227160,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2023,1,1,29-1151,Nurse Anesthetists,47810.0,214200.0,102.98,10240902000.0,12.274665436995786,10.77499010162015,23.049655538615934,0,False,0,139980,180840,212650,#,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2024,2,1,29-1151,Nurse Anesthetists,50350.0,231700.0,111.39,11666095000.0,12.353198710420468,10.826753898146707,23.179952608567177,0,False,0,137230,187110,223210,#,#,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2025,3,1,29-1151,Nurse Anesthetists,51840.0,248320.0,119.38,12872908800.0,12.422473515976993,10.855917331026156,23.27839084700315,0,False,0,155250,206730,236590,294350,339500,1,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25,1.0,29-11,0,0
2019,-3,0,29-1161,Nurse Midwives,6930.0,108810.0,52.31,754053300.0,11.597358520945058,8.84361509218395,20.440973613129007,0,False,0,69000,86990,105030,127110,158990,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2020,-2,0,29-1161,Nurse Midwives,7120.0,115540.0,55.55,822644800.0,11.657372069335256,8.87066300440602,20.52803507374128,0,False,0,67710,91590,111130,136960,179770,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2021,-1,0,29-1161,Nurse Midwives,7750.0,114210.0,54.91,885127500.0,11.645794138044652,8.955448122347393,20.601242260392045,0,False,0,61500,96040,112830,130450,166170,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2022,0,0,29-1161,Nurse Midwives,7950.0,122450.0,58.87,973477500.0,11.715458062380314,8.980927207648378,20.69638527002869,0,False,0,77510,102510,120880,137010,171230,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2023,1,1,29-1161,Nurse Midwives,6960.0,131570.0,63.26,915727200.0,11.787294308359884,8.847934753328465,20.63522906168835,0,False,0,87320,110000,129650,146770,177530,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2024,2,1,29-1161,Nurse Midwives,8280.0,128110.0,61.59,1060750800.0,11.76064454885048,9.021598247379304,20.782242796229784,0,False,0,74670,104260,128790,146520,177040,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2025,3,1,29-1161,Nurse Midwives,7920.0,136980.0,65.86,1084881600.0,11.827590208751896,8.977146484808472,20.80473669356037,0,False,0,93620,116510,134040,157400,188320,1,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,29-11,0,0
2019,-3,0,29-1171,Nurse Practitioners,200600.0,111840.0,53.77,22435104000.0,11.624824557467637,12.209068154509971,23.833892711977608,0,False,0,81410,92790,109820,127030,152160,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2020,-2,0,29-1171,Nurse Practitioners,211280.0,114510.0,55.05,24193672800.0,11.648417434407383,12.260939546971011,23.9093569813784,0,False,0,82960,94890,111680,130240,156160,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2021,-1,0,29-1171,Nurse Practitioners,234690.0,118040.0,56.75,27702807600.0,11.678778829056876,12.366020773347236,24.04479960240411,0,False,0,79470,99540,120680,129680,163350,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2022,0,0,29-1171,Nurse Practitioners,258230.0,124680.0,59.94,32196116400.0,11.733505733881271,12.461605939646034,24.195111673527308,0,False,0,87340,103250,121610,135470,165240,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2023,1,1,29-1171,Nurse Practitioners,280140.0,128490.0,61.78,35995188600.0,11.763606359277526,12.543044757193035,24.306651116470565,0,False,0,94530,106960,126260,140610,168030,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2024,2,1,29-1171,Nurse Practitioners,307390.0,132000.0,63.46,40575480000.0,11.790557201568507,12.635872578653132,24.42642978022164,0,False,0,97960,109940,129210,149570,169950,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2025,3,1,29-1171,Nurse Practitioners,323040.0,137300.0,66.01,44353392000.0,11.829923591756062,12.685531433546664,24.515455025302728,0,False,0,101340,117990,132300,156700,174420,1,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556,1.0,29-11,0,0
2019,-3,0,29-1181,Audiologists,13590.0,83900.0,40.34,1140201000.0,11.337380892455297,9.51708950714519,20.854470399600487,0,False,0,54010,66030,77600,96610,120750,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2020,-2,0,29-1181,Audiologists,13300.0,89230.0,42.9,1186759000.0,11.398972584894198,9.495519314209846,20.894491899104043,0,False,0,56550,68940,81030,102220,128160,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2021,-1,0,29-1181,Audiologists,13240.0,86050.0,41.37,1139302000.0,11.362683801639683,9.490997829491,20.853681631130684,0,False,0,58920,71390,78950,99340,120210,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2022,0,0,29-1181,Audiologists,13940.0,89490.0,43.02,1247490600.0,11.401882166176904,9.542517684314516,20.94439985049142,0,False,0,56990,68750,82680,101100,120380,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2023,1,1,29-1181,Audiologists,13880.0,92620.0,44.53,1285565600.0,11.436260380034742,9.538204234060796,20.974464614095535,0,False,0,56090,74440,87740,105480,124800,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2024,2,1,29-1181,Audiologists,14730.0,95320.0,45.83,1404063600.0,11.464994931212678,9.597641509456675,21.062636440669355,0,False,0,61930,76440,92120,109330,129830,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2025,3,1,29-1181,Audiologists,13660.0,97740.0,46.99,1335128400.0,11.490066170824146,9.52222713312478,21.01229330394893,0,False,0,64610,79340,95780,111300,133120,1,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819,1.0,29-11,0,0
2019,-3,0,29-1211,Anesthesiologists,31010.0,261730.0,125.83,8116247300.0,12.475068717026472,10.342065012094494,22.817133729120968,0,False,0,124080,#,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2020,-2,0,29-1211,Anesthesiologists,28590.0,271440.0,130.5,7760469600.0,12.511496399458112,10.260812285316357,22.77230868477447,0,False,0,136180,#,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2021,-1,0,29-1211,Anesthesiologists,31130.0,331190.0,159.22,10309944700.0,12.7104475078007,10.345927263435652,23.05637477123636,0,False,0,117590,#,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2022,0,0,29-1211,Anesthesiologists,37430.0,302970.0,145.66,11340167100.0,12.621389069688712,10.530227800898476,23.151616870587187,0,False,0,74860,140980,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2023,1,1,29-1211,Anesthesiologists,33470.0,339470.0,163.21,11362060900.0,12.735140856833445,10.418404794205372,23.15354565103882,0,False,0,84940,191980,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2024,2,1,29-1211,Anesthesiologists,41890.0,336640.0,161.85,14101849600.0,12.726769389091428,10.64280241394108,23.369571803032507,0,False,0,124450,186680,#,#,#,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2025,3,1,29-1211,Anesthesiologists,38760.0,360570.0,173.35,13975693200.0,12.795441391614943,10.565144066004702,23.36058545761965,0,False,0,101460,207000,391490,490530,557130,1,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824,1.0,29-12,0,0
2021,-1,0,29-1212,Cardiologists,18610.0,353970.0,170.18,6587381700.0,12.776967442762077,9.831454349636296,22.60842179239837,0,False,0,165610,#,#,#,#,0,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846,1.0,29-12,0,0
2022,0,0,29-1212,Cardiologists,16870.0,421330.0,202.56,7107837100.0,12.95117165359713,9.733292175540011,22.684463829137144,0,False,0,132630,#,#,#,#,0,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846,1.0,29-12,0,0
2023,1,1,29-1212,Cardiologists,15190.0,423250.0,203.49,6429167500.0,12.955718299995382,9.62839259558982,22.5841108955852,0,False,0,102530,235000,#,#,#,0,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846,1.0,29-12,0,0
2024,2,1,29-1212,Cardiologists,18020.0,432490.0,207.93,7793469800.0,12.977314483699484,9.799237531162328,22.776552014861814,0,False,0,119970,230100,#,#,#,0,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846,1.0,29-12,0,0
2025,3,1,29-1212,Cardiologists,17290.0,454940.0,218.72,7865912600.0,13.027920821105852,9.757883578677337,22.78580439978319,0,False,0,107190,274280,496010,610060,712130,0,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846,1.0,29-12,0,0
2021,-1,0,29-1213,Dermatologists,9230.0,302740.0,145.55,2794290200.0,12.620629630316555,9.130214327496898,21.75084395781345,0,False,0,100940,170020,#,#,#,0,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176,1.0,29-12,0,0
2022,0,0,29-1213,Dermatologists,11640.0,327650.0,157.53,3813846000.0,12.699701244467644,9.36220272128543,22.06190396575307,0,False,0,102010,156000,#,#,#,0,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176,1.0,29-12,0,0
2023,1,1,29-1213,Dermatologists,12040.0,342860.0,164.84,4128034400.0,12.745077479561472,9.395989718862811,22.141067198424285,0,False,0,103000,180750,#,#,#,0,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176,1.0,29-12,0,0
2024,2,1,29-1213,Dermatologists,10080.0,347810.0,167.22,3505924800.0,12.759411632645396,9.21830854162536,21.977720174270758,0,False,0,118540,172510,#,#,#,0,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176,1.0,29-12,0,0
2025,3,1,29-1213,Dermatologists,11370.0,323530.0,155.55,3678536100.0,12.687047124326648,9.33873358674458,22.02578071107123,0,False,0,102810,139990,328730,452450,578560,0,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176,1.0,29-12,0,0
2021,-1,0,29-1214,Emergency Medicine Physicians,36180.0,310640.0,149.35,11238955200.0,12.646389964405548,10.496261758949286,23.142651723354835,0,False,0,103310,#,#,#,#,0,0.0588235294117647,0.4411764705882353,0.8235294117647058,0.1764705882352941,0.3529411764705882,0.5294117647058824,1.0,29-12,0,0
